algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,89.64000000000895,True,False,0,13.626690363903197,10.148338344936956
FGM_CONV,8.859999999999856,1.0,True,0,13.906037789605373,11.039930957716857
