algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,14.809999999999729,1.0,True,0,11.213083562105435,8.566236786618104
FGM_CONV,107.01000000001784,True,False,0,11.49452983270249,8.440521968784484
