algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,14.399999999999737,1.0,True,0,11.213083562105435,8.84796157161419
FGM_CONV,103.6100000000161,True,False,0,11.496468486265899,8.761845004921302
