algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,8.809999999999857,1.0,True,0,13.593355986433052,10.979818594608412
FGM_CONV,8.589999999999861,1.0,True,0,13.906037789605373,11.237233026954115
