algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,92.89000000001062,True,False,0,13.084639004529047,9.772605802063353
FGM_CONV,9.229999999999848,1.0,True,0,13.367824856109907,10.659006840398861
