algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,13.489999999999757,1.0,True,0,12.139669988178444,9.439575235553512
FGM_CONV,9.62999999999984,1.0,True,0,12.512776991035878,10.203710053776499
