algorithm,laptime,finish,collision,collision_reset,max_speed,avg_speed
FGM_GNU_CONV,95.04000000001172,True,False,0,12.552359943453649,9.569588778954566
FGM_CONV,9.499999999999842,1.0,True,0,12.819538969615685,10.312225523143784
